,Names,Geometry,Address,Lattitude,Longitude,Category,Details
137,Schlesinger Gallery,POINT (-73.96547437151817 40.77245891705941),24 E 73rd St,-73.9654743715182,40.7724589170594,Art_Gallery,Learn more at :http://newyork.maplist.org/viewthread.php?tid=442872
138,Scholten Japanese Art,POINT (-73.96707156094901 40.7677175399878),63 E 66th St,-73.967071560949,40.7677175399878,Art_Gallery,Learn more at :http://www.artinfo.com/galleryguide/19648/6194/scholten-japanese-art-new-york/inventory/
139,Schonfeld R D & Co Inc,POINT (-73.9669851798845 40.753635380576966),349 E 49th St,-73.9669851798845,40.753635380577,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/schonfeld_r_d__co_inc.288/whats_nearby.aspx
140,Sculpture Center,POINT (-73.94081426624797 40.746921327465024),44-19 Purves St,-73.940814266248,40.746921327465,Art_Gallery,Learn more at :http://www.sculpture-center.org/
141,Sean Kelly Inc,POINT (-74.00306879167971 40.75188382019684),526 W 29th St,-74.0030687916797,40.7518838201968,Art_Gallery,Learn more at :http://www.skny.com/
142,Sears-Peyton Gallery,POINT (-74.0057991263059 40.74991739032808),210 11th Ave,-74.0057991263059,40.7499173903281,Art_Gallery,Learn more at :http://www.searspeyton.com/html/home.asp
143,Seaside Summer Concert Series Inc,POINT (-73.96089003981638 40.65968268185264),572 Flatbush Ave,-73.9608900398164,40.6596826818526,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/seaside_summer_concert_series_inc.1588/editorial_review.aspx
144,Second Ave Art Expo,POINT (-73.96741088497615 40.7558314157737),980 2nd Ave,-73.9674108849761,40.7558314157737,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Second.Ave.Art.Expo.212-223-9095
145,Seibold Eleanor,POINT (-73.94807967210905 40.77506696449551),1601 York Ave,-73.948079672109,40.7750669644955,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/seibold_eleanor.1833/map_location.aspx
146,Senior & Shopmaker,POINT (-73.98681734650098 40.74327330486988),21 E 26th St,-73.986817346501,40.7432733048699,Art_Gallery,Learn more at :http://www.seniorandshopmaker.com/
147,Sepia International Inc the,POINT (-73.99450269931272 40.74425012968437),148 W 24th St,-73.9945026993127,40.7442501296844,Art_Gallery,Learn more at :http://www.sepia.org/
148,Serbin Inna,POINT (-73.95440566613355 40.771111865592246),342 E 77th St,-73.9544056661336,40.7711118655922,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/serbin_inna.1675/whats_nearby.aspx
149,Serger Helen La Boetie,POINT (-73.96122592165297 40.77875554623769),9 E 82ND ST,-73.961225921653,40.7787555462377,Art_Gallery,Learn more at :http://boundlessgallery.com/directory/gallery/618/Helen-Serger-LA-Boetie
150,Seven Colors,POINT (-73.97882343724704 40.755678044060986),555 5th Ave,-73.978823437247,40.755678044061,Art_Gallery,Learn more at :http://www.livevillage.com/newyork/art/seven-colors.html
151,Shades of Art,POINT (-73.97949383741295 40.68753305466083),47 Flatbush Ave,-73.9794938374129,40.6875330546608,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Shades.of.Art.718-834-0084
152,Shainman Jack Gallery,POINT (-74.006263402563 40.7463655471036),513 W 20th St,-74.006263402563,40.7463655471036,Art_Gallery,Learn more at :http://www.jackshainman.com/
153,Shapolsky Anita Gallery,POINT (-73.96455976643841 40.7653957451292),152 E 65th St,-73.9645597664384,40.7653957451292,Art_Gallery,Learn more at :http://www.anitashapolskygallery.com/
154,Shawn Dulaney Studio,POINT (-73.992055668654 40.74147186911685),34 W 22nd St,-73.992055668654,40.7414718691169,Art_Gallery,Learn more at :http://www.shawndulaney.com/
155,Shepherd & Derom Galleries,POINT (-73.96166653283252 40.77579398709301),58 E 79th St,-73.9616665328325,40.775793987093,Art_Gallery,Learn more at :http://www.shepherdgallery.com/feature.html
156,Shickman H Gallery,POINT (-73.95972631317878 40.76901768334879),220 E 72nd St,-73.9597263131788,40.7690176833488,Art_Gallery,Learn more at :http://whrrl.com/place/1220422/shickman-h-gallery-new-york
157,Shulman B & M Inc,POINT (-73.9450654828952 40.600273523844436),2623 Avenue U,-73.9450654828952,40.6002735238444,Art_Gallery,Learn more at :http://brooklyn.citysearch.com/profile/601893311/brooklyn_ny/b_m_shulman_inc.html
158,Sigrid Freundorfer Fine Art,POINT (-73.96809592587059 40.76848322657679),790 Madison Ave,-73.9680959258706,40.7684832265768,Art_Gallery,Learn more at :http://oneartworld.com/Sigrid+Freundorfer+Fine+Art.html
159,Silverstein Gallery Inc,POINT (-74.00610391839206 40.7465866957298),520 West 21st St,-74.0061039183921,40.7465866957298,Art_Gallery,Learn more at :http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489CC5FF-3048-28EB-9213D9BD1A052B8E
160,Simply Marvelous Art,POINT (-73.79975655329956 40.70412220555415),159-15 Jamaica Ave,-73.7997565532996,40.7041222055541,Art_Gallery,Learn more at :http://www.simplymarvelousart.com/
161,Skoto Gallery,POINT (-74.00685030055344 40.746676581928234),529 W 20th St,-74.0068503005534,40.7466765819282,Art_Gallery,Learn more at :http://www.skotogallery.com/homepage
162,Sloan McGill Collection,POINT (-73.95565084132937 40.65961513441343),150 Midwood St,-73.9556508413294,40.6596151344134,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/sloan_mcgill_collection.1894/editorial_review.aspx
163,Smack Mellon Studios,POINT (-73.98985972420431 40.703750736899),92 Plymouth St,-73.9898597242043,40.703750736899,Art_Gallery,Learn more at :http://www.smackmellon.org/
164,Smith Gallery,POINT (-74.00265775483314 40.748146010251716),447 W 24th St,-74.0026577548331,40.7481460102517,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/smith_gallery.185/editorial_review.aspx
165,Society For Renewal of Christian Art,POINT (-73.96219073494362 40.765647029599016),217 E 66th St,-73.9621907349436,40.765647029599,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/society_for_renewal_of_christian_art.340/editorial_review.aspx
166,Soho 20,POINT (-74.00383257307128 40.74948117558807),511 W 25th St,-74.0038325730713,40.7494811755881,Art_Gallery,Learn more at :http://www.soho20gallery.com/New/exhibitions.html
167,Soho Photo Gallery,POINT (-74.00555633265509 40.718964186297654),15 White St,-74.0055563326551,40.7189641862976,Art_Gallery,Learn more at :http://www.sohophoto.com/
168,Soldwedel Kipp,POINT (-73.97074200370785 40.76224192243714),470 Park Ave,-73.9707420037079,40.7622419224371,Art_Gallery,Learn more at :http://www.ziphip.com/soldwedel+kipp.9.7196845p.home.html
169,Soloman & Co Fine Art Gallerie,POINT (-73.96352461082171 40.77383485220909),959 Madison Ave,-73.9635246108217,40.7738348522091,Art_Gallery,Learn more at :http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489DA839-3048-28EB-923E97BA2BE7589F
170,Sonnabend Gallery Inc,POINT (-74.00640433268863 40.74753287385608),532 W 22nd St,-74.0064043326886,40.7475328738561,Art_Gallery,Learn more at :http://www.artnet.com/sonnabend.html
171,Soufer Gallery,POINT (-73.96219093364687 40.77578491128998),1015 Madison Ave,-73.9621909336469,40.77578491129,Art_Gallery,Learn more at :http://www.soufergallery.com/
172,Spencer Brownstone Gallery,POINT (-74.0028519546277 40.72259290570126),39 Wooster St.,-74.0028519546277,40.7225929057013,Art_Gallery,Learn more at :http://www.spencerbrownstonegallery.com/000mailing.html
173,Sperone Westwater,POINT (-73.99926239580837 40.72544340968263),121 Greene St,-73.9992623958084,40.7254434096826,Art_Gallery,Learn more at :http://www.speronewestwater.com/cgi-bin/iowa/index.html
174,Spring,POINT (-73.98739580880391 40.70224827687764),126 Front St,-73.9873958088039,40.7022482768776,Art_Gallery,Learn more at :http://www.spring3d.net/
175,Sragow Ellen Ltd,POINT (-73.99302490428965 40.74652176477976),153 West 27th Street,-73.9930249042897,40.7465217647798,Art_Gallery,Learn more at :http://www.sragowgallery.com/
176,St Etienne Galerie,POINT (-73.97562840191033 40.76331815027905),24 W 57th St,-73.9756284019103,40.763318150279,Art_Gallery,Learn more at :http://www.gseart.com/
177,Staley-Wise Gallery,POINT (-73.9976700930255 40.72388325006023),560 Broadway,-73.9976700930255,40.7238832500602,Art_Gallery,Learn more at :http://www.staleywise.com
178,Start,POINT (-74.00158103055105 40.7219883380336),50 Greene St,-74.0015810305511,40.7219883380336,Art_Gallery,Learn more at :http://www.livevillage.com/newyork/art/start.html
179,State of Art,POINT (-73.95791517359595 40.73022121777638),113 Franklin St,-73.9579151735959,40.7302212177764,Art_Gallery,Learn more at :http://www.merchantcircle.com/blogs/State.of.Art.718-349-7250
180,Steigrad Lawrence Fine Arts,POINT (-73.96622595705455 40.769820128615144),23 E 69th St,-73.9662259570545,40.7698201286151,Art_Gallery,Learn more at :http://www.steigrad.com/
181,Stein Gertrude Gallery,POINT (-73.98049753870134 40.76544488935683),200 West 57th Street,-73.9804975387013,40.7654448893568,Art_Gallery,Learn more at :http://www.gallerygertrudestein.com/contact.htm
182,Stephen Downes Gallery,POINT (-73.99647297058152 40.720124872165876),377 Broome St,-73.9964729705815,40.7201248721659,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/stephen_downes_gallery.263/editorial_review.aspx
183,Stewart Waltzer Co,POINT (-74.00394089705402 40.7287135272124),200 W Houston St,-74.003940897054,40.7287135272124,Art_Gallery,Learn more at :http://www.manta.com/coms2/dnbcompany_jr0lm4
184,Storefront For Art and Architecture,POINT (-73.9970682973752 40.72147742820455),97 Kenmare St,-73.9970682973752,40.7214774282046,Art_Gallery,Learn more at :http://www.storefrontnews.org/
185,"Stricoff Fine Art, Ltd.",POINT (-74.0057107770999 40.74989327559004),564 W 25th St,-74.0057107770999,40.74989327559,Art_Gallery,Learn more at :http://www.stricoff.com/
186,Studio Gallery,POINT (-73.97428548023957 40.78933482906021),205 W 88th St,-73.9742854802396,40.7893348290602,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Studio.Gallery.212-579-4654
187,Studio Tamar,POINT (-73.98429765855359 40.73821552093811),152 E 22nd St,-73.9842976585536,40.7382155209381,Art_Gallery,Learn more at :http://www.upspring.com/studio-tamar-new-york-ny.html
188,Stux Gallery,POINT (-74.0048091965919 40.74932238784064),530 W 25th St,-74.0048091965919,40.7493223878406,Art_Gallery,Learn more at :http://www.stuxgallery.com
189,Sugarhill Arts Center,POINT (-73.94709266575242 40.830220401900085),3658 Broadway,-73.9470926657524,40.8302204019001,Art_Gallery,Learn more at :http://www.theartproject.net/pages/126yp_awaken.htm
190,Suite 106,POINT (-73.99892431070742 40.72359612141827),112 Mercer St,-73.9989243107074,40.7235961214183,Art_Gallery,Learn more at :http://www.art-search.us/listing/22923/suite-106-gallery
191,Sun Yi Jun,POINT (-73.9953458096245 40.71676281529191),83 Bowery,-73.9953458096245,40.7167628152919,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/sun_yi_jun.821/editorial_review.aspx
192,Susan Aberbach Fine Art,POINT (-73.97168388843812 40.76228904795565),41 E 57th St,-73.9716838884381,40.7622890479556,Art_Gallery,Learn more at :http://www.saberbach.com/site.html
193,Susan Megson Gallery,POINT (-74.00081320910148 40.72624920444544),456 W Broadway,-74.0008132091015,40.7262492044454,Art_Gallery,Learn more at :http://web2.userinstinct.com/31111920-susan-megson-gallery.htm
194,Susan Rolfe Associates Fine Arts Ltd,POINT (-73.9711103443112 40.76448430163076),654 Madison Ave,-73.9711103443112,40.7644843016308,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Susan.Rolfe.Associates.Fine.Arts.Limited.212-688-7184
195,Susan Sheehan Gallery,POINT (-74.00605481573004 40.747911706928555),535 West 22nd Street,-74.00605481573,40.7479117069286,Art_Gallery,Learn more at :http://www.susansheehangallery.com/
196,Sutherland M,POINT (-73.96722779023571 40.766960246471086),620 Park Ave,-73.9672277902357,40.7669602464711,Art_Gallery,Learn more at :http://www.artnet.com/gallery/155971/m-sutherland-fine-arts-ltd.html
197,Swiss Institute,POINT (-74.00006289362192 40.72224748487797),495 Broadway,-74.0000628936219,40.722247484878,Art_Gallery,Learn more at :http://www.swissinstitute.net/
198,Taglialatella Dominic J,POINT (-74.00394584152615 40.74952510204985),511 West 25th Street,-74.0039458415261,40.7495251020499,Art_Gallery,Learn more at :http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489CDBF0-3048-28EB-923E29A3CAFD93E0
199,Takako Tsuji Gallery,POINT (-73.97173794165505 40.762212046489296),41 E 57th St,-73.9717379416551,40.7622120464893,Art_Gallery,Learn more at :http://trustedplaces.com/review/us/ny/new-york/cultural/1415l81/takako-tsuji-gallery
200,Talwar Gallery,POINT (-73.98882748825802 40.7354581457437),108 E 16th St,-73.988827488258,40.7354581457437,Art_Gallery,Learn more at :http://www.talwargallery.com/
201,Tambaran Gallery,POINT (-73.96139898564891 40.77879668705261),5 E 82nd St,-73.9613989856489,40.7787966870526,Art_Gallery,Learn more at :http://www.tambaran.com/
202,Tang Sarina,POINT (-73.96443413679928 40.774990807616135),3 E 76th St,-73.9644341367993,40.7749908076161,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Tang.Sarina.212-517-7401
203,Tanya Bonakdar Galery,POINT (-74.00619627853678 40.7471718785601),521 W 21st St,-74.0061962785368,40.7471718785601,Art_Gallery,Learn more at :http://www.livevillage.com/newyork/art/tanya-bonakdar-galery.html
204,Tate,POINT (-74.00618826198466 40.74160876928588),413 W 14th St,-74.0061882619847,40.7416087692859,Art_Gallery,Learn more at :http://www.yelp.com/biz/tate-new-york
205,Tatistcheff Gallery Inc,POINT (-74.00694992343615 40.746593654628896),529 West 20th Street,-74.0069499234362,40.7465936546289,Art_Gallery,Learn more at :http://www.artinfo.com/galleryguide/13109/1619/tatistcheff-gallery-new-york/visit/
206,Team Gallery,POINT (-74.00393729550223 40.75021954194053),527 W. 26th St.,-74.0039372955022,40.7502195419405,Art_Gallery,Learn more at :http://www.teamgal.com/
207,Teller Susan Gallery,POINT (-73.99746436311553 40.72429065859904),568 Broadway,-73.9974643631155,40.724290658599,Art_Gallery,Learn more at :http://www.susantellergallery.com/
208,Tenri Cultural Institute,POINT (-73.99609362076046 40.73640266876522),43A W. 13th St.,-73.9960936207605,40.7364026687652,Art_Gallery,Learn more at :http://www.tenri.org/
209,Thaw E V & Co,POINT (-73.96487147686322 40.77042622615332),726 Park Ave,-73.9648714768632,40.7704262261533,Art_Gallery,Learn more at :http://www.artinfo.com/galleryguide/12003/489/ev-thaw--co-inc/visit/
210,The Affordable Art Fair Llc,POINT (-73.99907018734407 40.741281452486206),216 W 18th St,-73.9990701873441,40.7412814524862,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/the_affordable_art_fair_llc.1679/editorial_review.aspx
211,The Axa Gallery,POINT (-73.98178280268492 40.76169418454769),787 7th Ave,-73.9817828026849,40.7616941845477,Art_Gallery,Learn more at :http://axagallery.com/index.html
212,The Bohen Foundation,POINT (-74.00650280703749 40.74080796161279),415 W 13th St,-74.0065028070375,40.7408079616128,Art_Gallery,Learn more at :http://ny.citysquares.com/manhattan/meatpacking-district/arts-entertainment/artists-art-dealers/the-bohen-foundation
213,The Chinese Art Gallery,POINT (-73.965656949278 40.75795522036082),1050 2nd Ave,-73.965656949278,40.7579552203608,Art_Gallery,Learn more at :http://www.411.info/business/New-York/New-York/The-Chinese-Art-Gallery-Ltd/8957246-13714534.html
214,The Dollhaus Art Gallery,POINT (-73.96728726366906 40.710901835702906),37 Broadway,-73.9672872636691,40.7109018357029,Art_Gallery,Learn more at :http://www.dollhaus.org/press/NYPress.htm
215,The Gallery 172,POINT (-73.87491939831187 40.831580396853354),1620 E 172nd St,-73.8749193983119,40.8315803968534,Art_Gallery,Learn more at :http://www.elfwood.com
216,The Old Print Shop Inc,POINT (-73.98210767882377 40.743741261738705),150 Lexington Ave,-73.9821076788238,40.7437412617387,Art_Gallery,Learn more at :http://www.oldprintshop.com/cgi-bin/gallery.pl?action=exhibits&exhibit_id=53
217,The Phatory Llc,POINT (-73.97947469330362 40.7257216580395),618 E 9th St,-73.9794746933036,40.7257216580395,Art_Gallery,Learn more at :http://www.thephatory.com/
218,The Q Department,POINT (-74.00036767715117 40.719663113594706),28 Howard St,-74.0003676771512,40.7196631135947,Art_Gallery,Learn more at :http://www.qdepartment.com/commercial.php
219,The Scene Gallery,POINT (-73.99097517163823 40.721062061560076),42 Rivington St,-73.9909751716382,40.7210620615601,Art_Gallery,Learn more at :http://newyork.citysearch.com/profile/11583862/new_york_ny/the_scene_gallery.html
220,Thicket,POINT (-74.00824904575869 40.71858122441153),10 Leonard St,-74.0082490457587,40.7185812244115,Art_Gallery,Learn more at :http://outside.in/tribeca-manhattan-ny/thicket
221,Think Art Gallery,POINT (-73.99403188876548 40.7546672150301),336 W 37th St,-73.9940318887655,40.7546672150301,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/think_art_gallery.1775/editorial_review.aspx
222,Thomas & Hirsch,POINT (-74.0022847048919 40.72343124213582),375 W Broadway,-74.0022847048919,40.7234312421358,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/thomas__hirsch.597/map_location.aspx
223,Thomas Erben Gallery,POINT (-74.00429401112444 40.749896437561546),526 W 26th St,-74.0042940111244,40.7498964375615,Art_Gallery,Learn more at :http://www.thomaserben.com/index.php
224,Thomson C Art,POINT (-73.96430989681751 40.774006734867456),19 E 75th St,-73.9643098968175,40.7740067348675,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Thompson_C_Art/141792657.html
