,Hotel,Type,Rating,Price,Address,Lat,Lng,url,ID
160,Library Hotel by Library Hotel Collection,Hotels,4.5,$$$,299 Madison Ave,40.75218,-73.97954,https://www.yelp.com/biz/library-hotel-by-library-hotel-collection-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,qZewWn4-pdd4JfoJSBV1QA
161,Wyndham Garden Chinatown,Hotels,3.5,$$,93 Bowery,40.7171,-73.99533,https://www.yelp.com/biz/wyndham-garden-chinatown-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,adpehB-xkZzcmH4iYMMPNA
162,Washington Square Hotel,Hotels,3.5,$$,103 Waverly Pl,40.732509,-73.998657,https://www.yelp.com/biz/washington-square-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,qkztosV5nQmw6snsSq7Xrg
163,Sago Hotel,Hotels,4.0,$$$,120 Allen St,40.7193609,-73.9899591,https://www.yelp.com/biz/sago-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,w_uKKMkIywOKuis4JfDqkw
164,Opera House Hotel,Hotels,4.0,$,436 E 149th St,40.815111,-73.915468,https://www.yelp.com/biz/opera-house-hotel-bronx-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,DmjSuTCPS-d9HFwmTO9jrA
165,The 7 Days Hotel,Hotels,1.0,$,2338 Bruckner Blvd,40.82729,-73.84533,https://www.yelp.com/biz/the-7-days-hotel-the-bronx?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,kZuF9vhtHkDBBX8nnKeKZg
166,Soho Grand Hotel,Hotels,3.5,$$$,310 W Broadway,40.7220519,-74.0045064,https://www.yelp.com/biz/soho-grand-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,2nEXbS33ksBOe6JViJdyog
167,Hotel Hugo,Hotels,3.0,$$$,525 Greenwich St,40.726427,-74.008857,https://www.yelp.com/biz/hotel-hugo-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,VzVdwfFwY1dgWKNqlen8lw
168,Chelsea Pods,Hotels,2.5,$,370 8th Ave,40.748534590305,-73.9958837628365,https://www.yelp.com/biz/chelsea-pods-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,dz1E1AOUQE1f3Ga1sM6pZA
169,TWA Hotel,Hotels,3.0,$$$,JFK Airport,40.645806489104,-73.7779250028912,https://www.yelp.com/biz/twa-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,bIwfyB1MiTrMEZBTAqu0tg
170,Fairfield Inn & Suites New York Manhattan/Downtown East,Hotels,4.0,$$,95 Henry St,40.7134506117767,-73.9929011464119,https://www.yelp.com/biz/fairfield-inn-and-suites-new-york-manhattan-downtown-east-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,I95JZecBIM6fhvc-VpAE6w
171,The Dominick,Hotels,4.0,$$$$,246 Spring St,40.72546541976049,-74.00532992757799,https://www.yelp.com/biz/the-dominick-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,svW0v_j18STsq5Ua-8waZg
172,Baccarat Hotel,Hotels,4.0,$$$$,28 W 53rd St,40.76091,-73.97732,https://www.yelp.com/biz/baccarat-hotel-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,nnAkMNV9Zh6G9BZLLOhfog
173,Lex Hotel NYC,Hotels,4.0,$$,67 Lexington Ave,40.740934,-73.9833419,https://www.yelp.com/biz/lex-hotel-nyc-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,m-8qqfAKP5Hw2JZVCx5wQA
174,Hilton Garden Inn Times Square,Hotels,3.5,$$,790 8th Ave,40.7612053955474,-73.9865067601204,https://www.yelp.com/biz/hilton-garden-inn-times-square-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,fEqSedl1uUUfpmfs3mMiwQ
175,Moxy NYC East Village,Hotels,,,112 E 11th St,40.731601,-73.989509,,
176,The High Line Hotel,Hotels,3.5,$$$,180 10th Ave,40.745962,-74.0049928,https://www.yelp.com/biz/the-high-line-hotel-new-york-4?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,2_ehPnf8YEaDGAzenLYnrQ
177,Soho House New York,Hotels,3.5,$$$,29-35 9th Ave,40.74063741,-74.0059231,https://www.yelp.com/biz/soho-house-new-york-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,FqRul4l8Vea_b1x6ggRrJw
178,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Hotels,4.0,$$,325 W 33rd St,40.7521723402439,-73.9951658490235,https://www.yelp.com/biz/fairfield-inn-and-suites-new-york-midtown-manhattan-penn-station-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,JLoLYfqWvcOPIUfxu48qbQ
179,The New York EDITION,Hotels,4.0,$$$,5 Madison Ave,40.741367,-73.9873577288361,https://www.yelp.com/biz/the-new-york-edition-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,bCilcCWpBrJEFid7TQiDWA
180,The Harlem Flop House,Hotels,5.0,$,242 West 123rd,40.80815,-73.9509999,https://www.yelp.com/biz/the-harlem-flop-house-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,BnqsLvT7IaPZIibgj35t_Q
181,Hotel Indigo Lower East Side New York,Hotels,3.0,$$$,171 Ludlow St,40.72171,-73.987518,https://www.yelp.com/biz/hotel-indigo-lower-east-side-new-york-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,11sSXZAiqPA3UrNurkR8Hg
182,The Nolitan Hotel,Hotels,4.0,$$$,30 Kenmare St,40.7205772,-73.9953391,https://www.yelp.com/biz/the-nolitan-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,9TK6ea3GR2B6H6jErPRlTw
183,Mandarin Oriental - New York,Hotels,4.0,$$$$,80 Columbus Cir,40.76847,-73.98309,https://www.yelp.com/biz/mandarin-oriental-new-york-new-york-5?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,fA7iFSxoIQXcCcxSwL5oHw
184,Holiday Inn NYC - Lower East Side,Hotels,4.0,$$,150 Delancey,40.718292,-73.98624,https://www.yelp.com/biz/holiday-inn-nyc-lower-east-side-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,P2-YUkcDcgyYW46hSPYBMw
185,The McKittrick Hotel,Hotels,4.0,$$$,530 W 27th St,40.750611,-74.003868,https://www.yelp.com/biz/the-mckittrick-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,pY-DMHCPIRifZo9Cay1Low
186,Cambria Hotel New York - Chelsea,Hotels,4.5,$$,123 W 28th St,40.746727,-73.991567,https://www.yelp.com/biz/cambria-hotel-new-york-chelsea-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,qLV7zNf9CE6C1Nsb3i20PQ
187,Residence Inn by Marriott New York Downtown Manhattan,Hotels,4.0,$$,170 Broadway,40.709564,-74.0099212,https://www.yelp.com/biz/residence-inn-by-marriott-new-york-downtown-manhattan-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,5DkFAVEU_gAkC3wAUqdAZg
188,McCarren Hotel & Pool,Hotels,3.0,$$$,160 N 12th St,40.7209524,-73.9553668,https://www.yelp.com/biz/mccarren-hotel-and-pool-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,NJR4lyaLF4-3kJ3eNK9cpA
189,The Box House Hotel,Hotels,3.5,$$,77 Box St,40.73782,-73.95354,https://www.yelp.com/biz/the-box-house-hotel-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1Jyg_gj0yNGR8TqvOEQ4iQ
190,Hilton Garden Inn New York/Midtown Park Ave,Hotels,3.5,$$,45 E 33rd St,40.746849,-73.9822311,https://www.yelp.com/biz/hilton-garden-inn-new-york-midtown-park-ave-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,de3c201K0cfWbvy-3XAqig
191,The Roxy Hotel Tribeca,Hotels,3.5,$$$,2 6th Ave,40.71936,-74.00483,https://www.yelp.com/biz/the-roxy-hotel-tribeca-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,7X5dByOWa-nXY_2eBnVcHw
192,Hyatt Union Square New York,Hotels,3.5,$$$,134 Fourth Ave,40.7334389395744,-73.9900782372587,https://www.yelp.com/biz/hyatt-union-square-new-york-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,8gWw3lMOqi3xe8d0nKUiKw
193,SIXTY SoHo,Hotels,3.0,$$$,60 Thompson St,40.7239965362906,-74.003159954002,https://www.yelp.com/biz/sixty-soho-new-york-4?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,M-DhhgGu2Gp12Qc-_PhzuQ
194,The Mark Hotel Bar,Lounges,3.5,$$$,25 E 77th,40.7752785362952,-73.9633958441275,https://www.yelp.com/biz/the-mark-hotel-bar-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,i-xQaCux-7E4JKXBa6RRyA
195,Hotel Delmano,Lounges,4.0,$$$,82 Berry St,40.719787,-73.958137,https://www.yelp.com/biz/hotel-delmano-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,g8-qHshfhb1Tx3VMYVDZgg
196,The Williamsburg Hotel Restaurant,Mediterranean,,,96 Wythe Ave,40.72161,-73.95884,,
197,Kleinfeld Hotel Blocks,Travel Services,,,110 W 20th St,40.74127,-73.99499,,
198,Holiday Inn Express New York-Brooklyn,Venues & Event Spaces,3.0,$$,625 Union St,40.687546,-73.982412,https://www.yelp.com/biz/holiday-inn-express-new-york-brooklyn-brooklyn-7?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,rEA0QUAZex8fVh_UhMx83Q
199,The Plaza,Venues & Event Spaces,3.5,$$$$,768 5th Ave,40.7644638970122,-73.97448837025816,https://www.yelp.com/biz/the-plaza-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,FA5giJYhqdTkjsT695TqVg
