,Names,Geometry,Address,Lattitude,Longitude,Category
206,The Affordable Art Fair Llc,POINT (-73.99907018734407 40.741281452486206),216 W 18th St,40.741281452486206,-73.99907018734407,Art_Gallery
207,The Axa Gallery,POINT (-73.98178280268492 40.76169418454769),787 7th Ave,40.76169418454769,-73.98178280268492,Art_Gallery
208,The Bohen Foundation,POINT (-74.00650280703749 40.74080796161279),415 W 13th St,40.74080796161279,-74.00650280703749,Art_Gallery
209,The Chinese Art Gallery,POINT (-73.965656949278 40.75795522036082),1050 2nd Ave,40.75795522036082,-73.965656949278,Art_Gallery
210,The Dollhaus Art Gallery,POINT (-73.96728726366906 40.710901835702906),37 Broadway,40.710901835702906,-73.96728726366906,Art_Gallery
211,The Gallery 172,POINT (-73.87491939831187 40.831580396853354),1620 E 172nd St,40.831580396853354,-73.87491939831187,Art_Gallery
212,The Old Print Shop Inc,POINT (-73.98210767882377 40.743741261738705),150 Lexington Ave,40.743741261738705,-73.98210767882377,Art_Gallery
213,The Phatory Llc,POINT (-73.97947469330362 40.7257216580395),618 E 9th St,40.7257216580395,-73.97947469330362,Art_Gallery
214,The Q Department,POINT (-74.00036767715117 40.719663113594706),28 Howard St,40.719663113594706,-74.00036767715117,Art_Gallery
215,The Scene Gallery,POINT (-73.99097517163823 40.721062061560076),42 Rivington St,40.721062061560076,-73.99097517163823,Art_Gallery
216,Thicket,POINT (-74.00824904575869 40.71858122441153),10 Leonard St,40.71858122441153,-74.00824904575869,Art_Gallery
217,Think Art Gallery,POINT (-73.99403188876548 40.7546672150301),336 W 37th St,40.7546672150301,-73.99403188876548,Art_Gallery
218,Thomas & Hirsch,POINT (-74.0022847048919 40.72343124213582),375 W Broadway,40.72343124213582,-74.0022847048919,Art_Gallery
219,Thomas Erben Gallery,POINT (-74.00429401112444 40.749896437561546),526 W 26th St,40.749896437561546,-74.00429401112444,Art_Gallery
220,Thomson C Art,POINT (-73.96430989681751 40.774006734867456),19 E 75th St,40.774006734867456,-73.96430989681751,Art_Gallery
221,Three East Third St Corp,POINT (-73.99127036086344 40.726317169194125),3 E 3rd St,40.726317169194125,-73.99127036086344,Art_Gallery
222,Throckmorton Fine Arts,POINT (-73.96844689694198 40.76094893064263),145 E. 57th St.,40.76094893064263,-73.96844689694198,Art_Gallery
223,Tilton Jack Gallery,POINT (-74.00200057983146 40.72225087144002),47 Greene St,40.72225087144002,-74.00200057983146,Art_Gallery
224,Time Is Always Now,POINT (-74.00165245526333 40.72303600769511),476 Broome St.,40.72303600769511,-74.00165245526333,Art_Gallery
225,Tk Oriental Antiques,POINT (-73.97182904482004 40.762345560476284),41 E 57th St,40.762345560476284,-73.97182904482004,Art_Gallery
226,Tobey Fine Art,POINT (-73.99703668451343 40.72443534760606),580 Broadway,40.72443534760606,-73.99703668451343,Art_Gallery
227,Ton Ying & Co,POINT (-73.96571787671886 40.758081125504276),1050 2nd Ave,40.758081125504276,-73.96571787671886,Art_Gallery
228,Tonal Motion Inc,POINT (-73.98546138708296 40.752454571078225),1026 Avenue of the Americas,40.752454571078225,-73.98546138708296,Art_Gallery
229,Tonkonow Leslie,POINT (-74.00615109302096 40.74795821657633),535 W 22nd St,40.74795821657633,-74.00615109302096,Art_Gallery
230,Tower Art Gallery,POINT (-74.0095084934269 40.70983827872425),7 Maiden Ln,40.70983827872425,-74.0095084934269,Art_Gallery
231,Traditional Art Gallery Inc,POINT (-73.96585513475492 40.758034786660545),1050 2nd Ave,40.758034786660545,-73.96585513475492,Art_Gallery
232,Triangle Editions,POINT (-73.9677731620756 40.764710751441086),111 E 62nd St,40.764710751441086,-73.9677731620756,Art_Gallery
233,Tribes Gallery,POINT (-73.97988408148974 40.72155550779509),285 E. Third St.,40.72155550779509,-73.97988408148974,Art_Gallery
234,Triple Candie,POINT (-73.9550632174421 40.81374657890127),461 W 126th St,40.81374657890127,-73.9550632174421,Art_Gallery
235,Triton Collection the,POINT (-74.00704894372035 40.75257911943997),224 12th Ave,40.75257911943997,-74.00704894372035,Art_Gallery
236,Troubetzkoy Paintings,POINT (-73.97777959495151 40.72422992194957),366 E 8th St,40.72422992194957,-73.97777959495151,Art_Gallery
237,Tunick David,POINT (-73.96849022604967 40.76833078347223),19 East 66th Street,40.76833078347223,-73.96849022604967,Art_Gallery
238,Turkana Gallery,POINT (-74.01245254988984 40.709767780555694),125 Cedar St,40.709767780555694,-74.01245254988984,Art_Gallery
239,Ubu Gallery,POINT (-73.96124389562185 40.75904777703154),416 EAST 59 STREET,40.75904777703154,-73.96124389562185,Art_Gallery
240,Under Minerva,POINT (-73.99264059463559 40.66242444886783),656 5th Ave,40.66242444886783,-73.99264059463559,Art_Gallery
241,Up & Co,POINT (-74.00525333608093 40.718035958515735),257 Church St,40.718035958515735,-74.00525333608093,Art_Gallery
242,Uptown Gallery the,POINT (-73.95834181152964 40.78195082570154),1194 Madison Ave,40.78195082570154,-73.95834181152964,Art_Gallery
243,Urban Architecture Gallery of Applied Arts Inc,POINT (-73.95568290353586 40.73872000117206),1205 Manhattan Ave,40.73872000117206,-73.95568290353586,Art_Gallery
244,"Ursus Books & Prints, Ltd.",POINT (-73.96314947605681 40.77455057047168),981 Madison Ave.,40.77455057047168,-73.96314947605681,Art_Gallery
245,Valenzi Gallery & Framing,POINT (-73.92609137053243 40.769757974132226),2904 23rd St,40.769757974132226,-73.92609137053243,Art_Gallery
246,Van De Weghe Fine Art,POINT (-74.00485831599102 40.748295055076056),521 W 23rd St,40.748295055076056,-74.00485831599102,Art_Gallery
247,Vance Jordan Fine Art,POINT (-73.96412402055026 40.7740762256816),958 Madison Ave,40.7740762256816,-73.96412402055026,Art_Gallery
248,Veranda Design,POINT (-73.9771925909779 40.786271129139486),225 W 83rd St,40.786271129139486,-73.9771925909779,Art_Gallery
249,Verona Arts Ltd,POINT (-73.97755224356966 40.75749369898942),603 5th Ave,40.75749369898942,-73.97755224356966,Art_Gallery
250,Viart Corporation,POINT (-73.97064699525346 40.76043003631743),120 E 56th St,40.76043003631743,-73.97064699525346,Art_Gallery
251,Vick Corporate Art Advisors,POINT (-74.00577306506825 40.749804550132424),210 11th Ave,40.749804550132424,-74.00577306506825,Art_Gallery
252,Vieille Russie Inc Antiqs & Jwlry,POINT (-73.97253001784061 40.76431012217276),781 5th Ave,40.76431012217276,-73.97253001784061,Art_Gallery
253,Vietnam Art Design,POINT (-74.01012569658072 40.718403862409026),345 Greenwich St,40.718403862409026,-74.01012569658072,Art_Gallery
254,Viewpoint Gallery,POINT (-73.99068944798088 40.73711798578153),41 Union Sq W,40.73711798578153,-73.99068944798088,Art_Gallery
255,Vincent Fremont Enterprises,POINT (-73.99187771197147 40.73550086652194),1 Union Sq W,40.73550086652194,-73.99187771197147,Art_Gallery
256,Viridian Artists Inc,POINT (-74.0047276435506 40.7492913813902),530 W 25th St,40.7492913813902,-74.0047276435506,Art_Gallery
257,Visage Studios,POINT (-73.98424841060464 40.75055102601993),12 West 37th Street,40.75055102601993,-73.98424841060464,Art_Gallery
258,Visual Arts Gallery,POINT (-74.00014431394463 40.725920598893055),137 Wooster St,40.725920598893055,-74.00014431394463,Art_Gallery
259,Volpe Organization,POINT (-73.98809616725292 40.77482589447644),100 W End Ave,40.77482589447644,-73.98809616725292,Art_Gallery
260,Wada Takashi Gallery,POINT (-73.98849960685845 40.76290654530983),350 W 50th St,40.76290654530983,-73.98849960685845,Art_Gallery
261,Wade Maxx Art Gallery,POINT (-73.98013755406222 40.775209204933255),191 Columbus Ave,40.775209204933255,-73.98013755406222,Art_Gallery
262,Wally Findlay Galleries,POINT (-73.96978732354177 40.76088972879902),124 E 57th St,40.76088972879902,-73.96978732354177,Art_Gallery
263,Ward-Nasse Gallery,POINT (-74.00206948926476 40.726124349360326),178 Prince St,40.726124349360326,-74.00206948926476,Art_Gallery
264,Washburn Galleries,POINT (-73.97548939715747 40.76329173421364),20 W 57th St,40.76329173421364,-73.97548939715747,Art_Gallery
265,Washington Sq Outdoor Art Exhibit Inc,POINT (-73.98955957434988 40.73055351406694),115 E 9th St,40.73055351406694,-73.98955957434988,Art_Gallery
266,Webster David,POINT (-74.00604993518832 40.742554940223926),448 W 16th St,40.742554940223926,-74.00604993518832,Art_Gallery
267,Weisbrod Chinese Art Ltd,POINT (-73.97195658131889 40.76183606457246),36 E 57th St,40.76183606457246,-73.97195658131889,Art_Gallery
268,Wellesley the,POINT (-73.9604313705021 40.76937886836503),200 E 72nd St,40.76937886836503,-73.9604313705021,Art_Gallery
269,Wessel & O'Connor,POINT (-73.99604272085784 40.74658362420755),242 W. 26th St.,40.74658362420755,-73.99604272085784,Art_Gallery
270,Westbeth Gallery,POINT (-74.00892207369608 40.73681609073264),55 Bethune St,40.73681609073264,-74.00892207369608,Art_Gallery
271,Western Art Collectors Society,POINT (-74.09740510896602 40.59524979737109),1374 Richmond Rd,40.59524979737109,-74.09740510896602,Art_Gallery
272,Westwood Gallery,POINT (-73.99734433829671 40.724422962305674),568 Broadway,40.724422962305674,-73.99734433829671,Art_Gallery
273,Weybridge Fine Art,POINT (-73.9609780584284 40.77737493217594),30 E 81st St,40.77737493217594,-73.9609780584284,Art_Gallery
274,Whas Cultural Art Center Inc,POINT (-73.93249802646282 40.85624732743534),4450 Broadway,40.85624732743534,-73.93249802646282,Art_Gallery
275,White Box,POINT (-74.00398260805142 40.7503229067573),525 W. 26th St.,40.7503229067573,-74.00398260805142,Art_Gallery
276,White Columns Inc,POINT (-74.00412298674621 40.7390733900545),320 W 13th St,40.7390733900545,-74.00412298674621,Art_Gallery
277,Whitfield James Fine Art,POINT (-73.99223344839037 40.7341517204105),107 University Pl,40.7341517204105,-73.99223344839037,Art_Gallery
278,Wickiser Walter Gallery Inc,POINT (-74.00583422026774 40.74970893312495),210 Eleventh Avenue,40.74970893312495,-74.00583422026774,Art_Gallery
279,Willow Woodstock Artistic Enterprises,POINT (-73.98503773768752 40.7273179875329),92 Saint Marks Pl,40.7273179875329,-73.98503773768752,Art_Gallery
280,Wilmer Jenning Gallery,POINT (-73.9829756398302 40.721588112300466),215 E 2nd St,40.721588112300466,-73.9829756398302,Art_Gallery
281,Winston Wachter Mayer Fine Art,POINT (-74.00469933980688 40.7494705508339),530 W 25th St,40.7494705508339,-74.00469933980688,Art_Gallery
282,Winter Works On Paper,POINT (-73.95596898652045 40.718843857404806),167 North 9th Street,40.718843857404806,-73.95596898652045,Art_Gallery
283,Wolf Daniel Inc,POINT (-73.96208739067471 40.775154974749334),52 E 78th St,40.775154974749334,-73.96208739067471,Art_Gallery
284,Woodward Gallery,POINT (-73.99181719407879 40.7190134351541),133 Eldridge Street,40.7190134351541,-73.99181719407879,Art_Gallery
285,WORLD AFRICA,POINT (-73.94753650623625 40.83514503903612),779 RIVERSIDE DR,40.83514503903612,-73.94753650623625,Art_Gallery
286,World Art Center,POINT (-74.00717581854839 40.71059948663547),104 Nassau St,40.71059948663547,-74.00717581854839,Art_Gallery
287,Yancey Richardson Gallery,POINT (-74.00606501650554 40.747990092758),535 W 22nd St,40.747990092758,-74.00606501650554,Art_Gallery
288,Yasuda Fine Arts Inc,POINT (-73.97760350331404 40.76154759316407),15 W 53rd St,40.76154759316407,-73.97760350331404,Art_Gallery
289,Yorks Shona Gallery,POINT (-73.99930952043819 40.72346095072394),99 Spring St,40.72346095072394,-73.99930952043819,Art_Gallery
290,Yorkville Art Gallery & Framing,POINT (-73.94977563288387 40.784125667613885),1687 3rd Ave,40.784125667613885,-73.94977563288387,Art_Gallery
291,Yoshii Gallery,POINT (-73.96353644734154 40.77472916422377),980 Madison Avenue,40.77472916422377,-73.96353644734154,Art_Gallery
292,Yung Hee Kim,POINT (-73.96503049783473 40.77480194940473),945 5th Ave,40.77480194940473,-73.96503049783473,Art_Gallery
293,Zabriskie Gallery,POINT (-73.97608678432614 40.764177063493484),41 W 57th St,40.764177063493484,-73.97608678432614,Art_Gallery
294,Zarre Andre Gallery,POINT (-74.00694053104591 40.74665656097067),529 W 20th St,40.74665656097067,-74.00694053104591,Art_Gallery
295,Zetterquist Galleries,POINT (-73.96909886452057 40.76855090982749),3 East 66th Street,40.76855090982749,-73.96909886452057,Art_Gallery
296,Zito Studio Gallery,POINT (-73.98835221789699 40.71959638253985),122 Ludlow St,40.71959638253985,-73.98835221789699,Art_Gallery
297,Zwirner & Wirth,POINT (-73.96656358087144 40.769475354080704),32 E. 69th St.,40.769475354080704,-73.96656358087144,Art_Gallery
298,Zwirner David Gallery,POINT (-74.00696818173046 40.745894958673),525 W 19th St,40.745894958673,-74.00696818173046,Art_Gallery
299,Priska C. Juschka Fine Art Inc,POINT (-74.00436440935563 40.7512662970876),547 W 27th St,40.7512662970876,-74.00436440935563,Art_Gallery
300,1 2 3 Watts Gallery,POINT (-74.00902348594506 40.72385716638239),123 Watts St,40.72385716638239,-74.00902348594506,Art_Gallery
301,12 Below,POINT (-73.99106783126521 40.734601392796556),853 Broadway,40.734601392796556,-73.99106783126521,Art_Gallery
302,14 Sculptors Gallery,POINT (-73.99752290955341 40.725255318583244),168 Mercer St,40.725255318583244,-73.99752290955341,Art_Gallery
303,1405 Art Gallery,POINT (-73.9579834660085 40.769747219832055),1405 2nd Ave,40.769747219832055,-73.9579834660085,Art_Gallery
304,2 Welancora Gallery,POINT (-73.94151974328003 40.68407789876472),410 Jefferson Ave,40.68407789876472,-73.94151974328003,Art_Gallery
305,280 Modern,POINT (-73.91448247157493 40.70924362650799),1875 Dekalb Ave,40.70924362650799,-73.91448247157493,Art_Gallery
306,3 Costantino Fioratti Helen C,POINT (-73.96468514091578 40.77217101486103),36 E 73rd St,40.77217101486103,-73.96468514091578,Art_Gallery
307,303 Gallery,POINT (-74.00709988223846 40.74748972764634),547 W 21st Street,40.74748972764634,-74.00709988223846,Art_Gallery
308,33rd St Galleria,POINT (-73.99086172847174 40.74998473697619),401 7th Ave,40.74998473697619,-73.99086172847174,Art_Gallery
309,33rd Street Galleria,POINT (-73.9896764403985 40.74995772882257),131 W 33rd St,40.74995772882257,-73.9896764403985,Art_Gallery
310,4 Chambers Fine Art,POINT (-74.00711818986275 40.745480983048324),522 West 19th Street,40.745480983048324,-74.00711818986275,Art_Gallery
311,5 Robin Rice Gallery,POINT (-73.95513650506956 40.806039095014725),325 W 118th St,40.806039095014725,-73.95513650506956,Art_Gallery
312,531 Artspace,POINT (-73.94713438435649 40.72132181792675),531 Graham Ave,40.72132181792675,-73.94713438435649,Art_Gallery
313,73 St Farmers Market,POINT (-73.953015464766 40.76730472453463),1368 York Ave,40.76730472453463,-73.953015464766,Art_Gallery
314,A Clean Well Lighted Place Inc,POINT (-74.00455563265132 40.734536111030195),363 Bleecker St,40.734536111030195,-74.00455563265132,Art_Gallery
315,A J ARTS LTD,POINT (-73.91691325451417 40.618609648042934),6208 MILL LN,40.618609648042934,-73.91691325451417,Art_Gallery
316,A.I.R. Gallery,POINT (-74.00247723876265 40.72220573764243),40 Wooster St,40.72220573764243,-74.00247723876265,Art_Gallery
317,AAA-Abbey Mdsng Co Inc,POINT (-73.9699306449376 40.64223848857642),618 Coney Island Ave,40.64223848857642,-73.9699306449376,Art_Gallery
318,Abada Felix Inc,POINT (-73.95369906884567 40.77982818893016),1556 3rd Ave,40.77982818893016,-73.95369906884567,Art_Gallery
319,Aberbach Fine Art,POINT (-73.97156738540961 40.76234164563961),41 E 57th Street,40.76234164563961,-73.97156738540961,Art_Gallery
320,Aca Galleries,POINT (-74.00671307190173 40.7466637235728),529 W 20th St,40.7466637235728,-74.00671307190173,Art_Gallery
321,Ace Gallery,POINT (-74.00800569763308 40.72518059211007),275 Hudson St,40.72518059211007,-74.00800569763308,Art_Gallery
322,Acquavella Galleries Inc,POINT (-73.96264902751969 40.776241997318024),18 E 79th St,40.776241997318024,-73.96264902751969,Art_Gallery
323,Adam Baumgold Fine Art,POINT (-73.96107580310452 40.77566375107602),74 E. 79th St.,40.77566375107602,-73.96107580310452,Art_Gallery
324,Adam Williams Fine Art Ltd,POINT (-73.96206753819425 40.776967240487316),24 East 80th Street,40.776967240487316,-73.96206753819425,Art_Gallery
325,Adams Fund Art Buyers,POINT (-73.9859359709644 40.78013538557862),330 W 72nd St,40.78013538557862,-73.9859359709644,Art_Gallery
326,Adams George Gallery,POINT (-73.97614892855628 40.76409153208361),41 W 57th St,40.76409153208361,-73.97614892855628,Art_Gallery
327,Adelson Galleries,POINT (-73.95485347510008 40.77602747338123),219 E 82nd St,40.77602747338123,-73.95485347510008,Art_Gallery
328,Adler & Conkright Fine Art Llc,POINT (-73.96624091514376 40.770975244655446),24 E 71st St,40.770975244655446,-73.96624091514376,Art_Gallery
329,African Arts Center Inc,POINT (-74.00566649112767 40.751919578935706),615 W 27th St,40.751919578935706,-74.00566649112767,Art_Gallery
330,Africart Motherland Inc,POINT (-73.9473959108493 40.81484873741814),2478 Frederick Douglas Blvd,40.81484873741814,-73.9473959108493,Art_Gallery
331,Agora Gallery,POINT (-74.00462798050833 40.74943954389719),530 W 25th St,40.74943954389719,-74.00462798050833,Art_Gallery
332,Akira Ikeda Gallery,POINT (-74.00198720202906 40.731598062845464),17 Cornelia St,40.731598062845464,-74.00198720202906,Art_Gallery
333,Alan Brasington Inc,POINT (-74.00465111517532 40.73792128413487),23 8th Ave,40.73792128413487,-74.00465111517532,Art_Gallery
334,Alaska on Madison,POINT (-73.96107281271044 40.77729595234076),1065 Madison Ave,40.77729595234076,-73.96107281271044,Art_Gallery
335,Alexander and Bonin,POINT (-74.00599210995543 40.74468740455551),132 10th Ave,40.74468740455551,-74.00599210995543,Art_Gallery
336,Alexander's Sculptural Svce,POINT (-73.97794941736475 40.749983526424735),117 E 39th St,40.749983526424735,-73.97794941736475,Art_Gallery
337,Alexandre Gallery,POINT (-73.97161806065871 40.76226849395318),41 E 57th St,40.76226849395318,-73.97161806065871,Art_Gallery
338,Alliance of Queens Artists,POINT (-73.85334628561375 40.71066978214045),99-10 Metropolitan Ave.,40.71066978214045,-73.85334628561375,Art_Gallery
